id,q1_1,q1_2,q1_3,q1_4,q2_1,q2_2,q2_3,q3_1,q3_2,q3_3,q4_1,q4_2,q4_3,q5_1,q5_2,q6_1,q6_2,ordning,block,tax,donation,certification,offset,private,industrial,public,privateM,publicM,price0,price1,price2,price3,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice12,choice22,choice32,choice42,choice52,choice62,choice72,choice82,q8,q10,q11,q12,q13_1,q13_2,q13_3,q13_4,q14,q15_1,q15_2,q15_3,q15_4,q16,yourdonation,total_time_seconds
471,3,1,2,4,4,1,2,3,1,1,5,5,5,2,1,5,5,1,4,"Skattebetalning: (En ökning av din nettoskattebetalning, med det uttryckliga syftet att stödja bevarande och återställande av biologisk mångfald.)",Frivillig donation: (En frivillig privat donation till civilsamhällesorganisationer som arbetar med att återställa och bevara den biologiska mångfalden.),Marknadscertifiering: (Ett högre pris för en certifierad vara som produceras på ett biologiskt mångfaldsvänligt sätt.),"Obligatorisk kompensation: (Staten kräver att företag kompenserar för sin påverkan på den biologiska mångfalden, vilket leder till att marknadspriserna stiger.)",Småskaliga privata ägare: (Skydd av biologisk mångfald på småskalig privat mark genom att betala markägaren för att avsätta mark för biologisk mångfald),Industriella företag: (Skydd av biologisk mångfald på stora industriella markområden genom att betala markägaren för att avsätta mark från produktion),Offentlig mark: (Skydd av biologisk mångfald på offentlig mark genom att skapa skyddade områden),"Privat, oberoende granskning: (Övervakning av den privata markägaren och en oberoende revisor, till exempel ett konsultföretag)",Offentlig förvaltning: (Offentlig övervakning och tillsyn av en statlig myndighet eller ett statligt organ),492 SEK per år,2460 SEK per år,4920 SEK per år,7380 SEK per år,a,a,a,3,b,a,b,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,3,4,2,1,3,1,1,2,2,3,1,1000,973.61
472,3,1,2,4,4,3,4,2,1,3,5,4,3,2,1,5,4,1,4,"Skattebetalning: (En ökning av din nettoskattebetalning, med det uttryckliga syftet att stödja bevarande och återställande av biologisk mångfald.)",Frivillig donation: (En frivillig privat donation till civilsamhällesorganisationer som arbetar med att återställa och bevara den biologiska mångfalden.),Marknadscertifiering: (Ett högre pris för en certifierad vara som produceras på ett biologiskt mångfaldsvänligt sätt.),"Obligatorisk kompensation: (Staten kräver att företag kompenserar för sin påverkan på den biologiska mångfalden, vilket leder till att marknadspriserna stiger.)",Småskaliga privata ägare: (Skydd av biologisk mångfald på småskalig privat mark genom att betala markägaren för att avsätta mark för biologisk mångfald),Industriella företag: (Skydd av biologisk mångfald på stora industriella markområden genom att betala markägaren för att avsätta mark från produktion),Offentlig mark: (Skydd av biologisk mångfald på offentlig mark genom att skapa skyddade områden),"Privat, oberoende granskning: (Övervakning av den privata markägaren och en oberoende revisor, till exempel ett konsultföretag)",Offentlig förvaltning: (Offentlig övervakning och tillsyn av en statlig myndighet eller ett statligt organ),492 SEK per år,2460 SEK per år,4920 SEK per år,7380 SEK per år,b,b,a,b,a,a,b,b,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,2,3,4,4,1,1,4,4,2,10,200,3818.23
474,3,1,2,4,4,2,3,2,1,3,4,4,4,2,1,5,4,1,11,"Skattebetalning: (En ökning av din nettoskattebetalning, med det uttryckliga syftet att stödja bevarande och återställande av biologisk mångfald.)",Frivillig donation: (En frivillig privat donation till civilsamhällesorganisationer som arbetar med att återställa och bevara den biologiska mångfalden.),Marknadscertifiering: (Ett högre pris för en certifierad vara som produceras på ett biologiskt mångfaldsvänligt sätt.),"Obligatorisk kompensation: (Staten kräver att företag kompenserar för sin påverkan på den biologiska mångfalden, vilket leder till att marknadspriserna stiger.)",Småskaliga privata ägare: (Skydd av biologisk mångfald på småskalig privat mark genom att betala markägaren för att avsätta mark för biologisk mångfald),Industriella företag: (Skydd av biologisk mångfald på stora industriella markområden genom att betala markägaren för att avsätta mark från produktion),Offentlig mark: (Skydd av biologisk mångfald på offentlig mark genom att skapa skyddade områden),"Privat, oberoende granskning: (Övervakning av den privata markägaren och en oberoende revisor, till exempel ett konsultföretag)",Offentlig förvaltning: (Offentlig övervakning och tillsyn av en statlig myndighet eller ett statligt organ),492 SEK per år,2460 SEK per år,4920 SEK per år,7380 SEK per år,a,a,b,b,a,a,b,b,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,4,5,4,3,3,3,3,3,4,1,22,514.51
475,3,1,2,4,3,2,3,3,1,3,5,3,4,2,1,4,3,1,11,"Skattebetalning: (En ökning av din nettoskattebetalning, med det uttryckliga syftet att stödja bevarande och återställande av biologisk mångfald.)",Frivillig donation: (En frivillig privat donation till civilsamhällesorganisationer som arbetar med att återställa och bevara den biologiska mångfalden.),Marknadscertifiering: (Ett högre pris för en certifierad vara som produceras på ett biologiskt mångfaldsvänligt sätt.),"Obligatorisk kompensation: (Staten kräver att företag kompenserar för sin påverkan på den biologiska mångfalden, vilket leder till att marknadspriserna stiger.)",Småskaliga privata ägare: (Skydd av biologisk mångfald på småskalig privat mark genom att betala markägaren för att avsätta mark för biologisk mångfald),Industriella företag: (Skydd av biologisk mångfald på stora industriella markområden genom att betala markägaren för att avsätta mark från produktion),Offentlig mark: (Skydd av biologisk mångfald på offentlig mark genom att skapa skyddade områden),"Privat, oberoende granskning: (Övervakning av den privata markägaren och en oberoende revisor, till exempel ett konsultföretag)",Offentlig förvaltning: (Offentlig övervakning och tillsyn av en statlig myndighet eller ett statligt organ),492 SEK per år,2460 SEK per år,4920 SEK per år,7380 SEK per år,a,a,a,a,b,b,b,a,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,2,2,2,4,3,1,4,3,4,10,1000,1207.1
476,3,1,2,3,3,3,1,2,1,3,4,4,4,2,1,4,2,2,7,"Skattebetalning: (En ökning av din nettoskattebetalning, med det uttryckliga syftet att stödja bevarande och återställande av biologisk mångfald.)",Frivillig donation: (En frivillig privat donation till civilsamhällesorganisationer som arbetar med att återställa och bevara den biologiska mångfalden.),Marknadscertifiering: (Ett högre pris för en certifierad vara som produceras på ett biologiskt mångfaldsvänligt sätt.),"Obligatorisk kompensation: (Staten kräver att företag kompenserar för sin påverkan på den biologiska mångfalden, vilket leder till att marknadspriserna stiger.)",Småskaliga privata ägare: (Skydd av biologisk mångfald på småskalig privat mark genom att betala markägaren för att avsätta mark för biologisk mångfald),Industriella företag: (Skydd av biologisk mångfald på stora industriella markområden genom att betala markägaren för att avsätta mark från produktion),Offentlig mark: (Skydd av biologisk mångfald på offentlig mark genom att skapa skyddade områden),"Privat, oberoende granskning: (Övervakning av den privata markägaren och en oberoende revisor, till exempel ett konsultföretag)",Offentlig förvaltning: (Offentlig övervakning och tillsyn av en statlig myndighet eller ett statligt organ),492 SEK per år,2460 SEK per år,4920 SEK per år,7380 SEK per år,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,b,3,3,3,2,1,4,3,3,3,1,1,4,2,3,3,1,3,1000,978.02
477,3,1,2,4,4,4,4,3,1,3,3,3,3,2,1,4,3,1,7,"Skattebetalning: (En ökning av din nettoskattebetalning, med det uttryckliga syftet att stödja bevarande och återställande av biologisk mångfald.)",Frivillig donation: (En frivillig privat donation till civilsamhällesorganisationer som arbetar med att återställa och bevara den biologiska mångfalden.),Marknadscertifiering: (Ett högre pris för en certifierad vara som produceras på ett biologiskt mångfaldsvänligt sätt.),"Obligatorisk kompensation: (Staten kräver att företag kompenserar för sin påverkan på den biologiska mångfalden, vilket leder till att marknadspriserna stiger.)",Småskaliga privata ägare: (Skydd av biologisk mångfald på småskalig privat mark genom att betala markägaren för att avsätta mark för biologisk mångfald),Industriella företag: (Skydd av biologisk mångfald på stora industriella markområden genom att betala markägaren för att avsätta mark från produktion),Offentlig mark: (Skydd av biologisk mångfald på offentlig mark genom att skapa skyddade områden),"Privat, oberoende granskning: (Övervakning av den privata markägaren och en oberoende revisor, till exempel ett konsultföretag)",Offentlig förvaltning: (Offentlig övervakning och tillsyn av en statlig myndighet eller ett statligt organ),492 SEK per år,2460 SEK per år,4920 SEK per år,7380 SEK per år,b,b,b,b,b,b,b,b,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,3,3,3,4,3,3,3,3,1,0,311.64
478,3,1,2,2,3,3,3,2,1,3,5,5,5,2,1,5,3,1,2,"Skattebetalning: (En ökning av din nettoskattebetalning, med det uttryckliga syftet att stödja bevarande och återställande av biologisk mångfald.)",Frivillig donation: (En frivillig privat donation till civilsamhällesorganisationer som arbetar med att återställa och bevara den biologiska mångfalden.),Marknadscertifiering: (Ett högre pris för en certifierad vara som produceras på ett biologiskt mångfaldsvänligt sätt.),"Obligatorisk kompensation: (Staten kräver att företag kompenserar för sin påverkan på den biologiska mångfalden, vilket leder till att marknadspriserna stiger.)",Småskaliga privata ägare: (Skydd av biologisk mångfald på småskalig privat mark genom att betala markägaren för att avsätta mark för biologisk mångfald),Industriella företag: (Skydd av biologisk mångfald på stora industriella markområden genom att betala markägaren för att avsätta mark från produktion),Offentlig mark: (Skydd av biologisk mångfald på offentlig mark genom att skapa skyddade områden),"Privat, oberoende granskning: (Övervakning av den privata markägaren och en oberoende revisor, till exempel ett konsultföretag)",Offentlig förvaltning: (Offentlig övervakning och tillsyn av en statlig myndighet eller ett statligt organ),492 SEK per år,2460 SEK per år,4920 SEK per år,7380 SEK per år,b,3,b,a,a,a,b,a,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,4,3,4,4,2,4,3,2,2,4,1000,1073.27
479,3,2,2,4,5,3,3,2,1,3,5,5,5,2,1,5,1,2,9,"Skattebetalning: (En ökning av din nettoskattebetalning, med det uttryckliga syftet att stödja bevarande och återställande av biologisk mångfald.)",Frivillig donation: (En frivillig privat donation till civilsamhällesorganisationer som arbetar med att återställa och bevara den biologiska mångfalden.),Marknadscertifiering: (Ett högre pris för en certifierad vara som produceras på ett biologiskt mångfaldsvänligt sätt.),"Obligatorisk kompensation: (Staten kräver att företag kompenserar för sin påverkan på den biologiska mångfalden, vilket leder till att marknadspriserna stiger.)",Småskaliga privata ägare: (Skydd av biologisk mångfald på småskalig privat mark genom att betala markägaren för att avsätta mark för biologisk mångfald),Industriella företag: (Skydd av biologisk mångfald på stora industriella markområden genom att betala markägaren för att avsätta mark från produktion),Offentlig mark: (Skydd av biologisk mångfald på offentlig mark genom att skapa skyddade områden),"Privat, oberoende granskning: (Övervakning av den privata markägaren och en oberoende revisor, till exempel ett konsultföretag)",Offentlig förvaltning: (Offentlig övervakning och tillsyn av en statlig myndighet eller ett statligt organ),492 SEK per år,2460 SEK per år,4920 SEK per år,7380 SEK per år,NA,NA,NA,NA,NA,NA,NA,NA,3,a,b,3,3,a,3,b,2,2,2,2,3,3,3,3,1,1,1,3,3,2,500,510.05
480,3,1,2,3,5,2,2,3,1,2,5,4,4,2,1,5,5,2,9,"Skattebetalning: (En ökning av din nettoskattebetalning, med det uttryckliga syftet att stödja bevarande och återställande av biologisk mångfald.)",Frivillig donation: (En frivillig privat donation till civilsamhällesorganisationer som arbetar med att återställa och bevara den biologiska mångfalden.),Marknadscertifiering: (Ett högre pris för en certifierad vara som produceras på ett biologiskt mångfaldsvänligt sätt.),"Obligatorisk kompensation: (Staten kräver att företag kompenserar för sin påverkan på den biologiska mångfalden, vilket leder till att marknadspriserna stiger.)",Småskaliga privata ägare: (Skydd av biologisk mångfald på småskalig privat mark genom att betala markägaren för att avsätta mark för biologisk mångfald),Industriella företag: (Skydd av biologisk mångfald på stora industriella markområden genom att betala markägaren för att avsätta mark från produktion),Offentlig mark: (Skydd av biologisk mångfald på offentlig mark genom att skapa skyddade områden),"Privat, oberoende granskning: (Övervakning av den privata markägaren och en oberoende revisor, till exempel ett konsultföretag)",Offentlig förvaltning: (Offentlig övervakning och tillsyn av en statlig myndighet eller ett statligt organ),492 SEK per år,2460 SEK per år,4920 SEK per år,7380 SEK per år,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,1,2,4,2,3,3,3,3,3,3,3,3,3,10,500,678.21
481,2,3,3,3,2,2,2,2,2,2,3,3,3,1,1,3,3,1,2,"Skattebetalning: (En ökning av din nettoskattebetalning, med det uttryckliga syftet att stödja bevarande och återställande av biologisk mångfald.)",Frivillig donation: (En frivillig privat donation till civilsamhällesorganisationer som arbetar med att återställa och bevara den biologiska mångfalden.),Marknadscertifiering: (Ett högre pris för en certifierad vara som produceras på ett biologiskt mångfaldsvänligt sätt.),"Obligatorisk kompensation: (Staten kräver att företag kompenserar för sin påverkan på den biologiska mångfalden, vilket leder till att marknadspriserna stiger.)",Småskaliga privata ägare: (Skydd av biologisk mångfald på småskalig privat mark genom att betala markägaren för att avsätta mark för biologisk mångfald),Industriella företag: (Skydd av biologisk mångfald på stora industriella markområden genom att betala markägaren för att avsätta mark från produktion),Offentlig mark: (Skydd av biologisk mångfald på offentlig mark genom att skapa skyddade områden),"Privat, oberoende granskning: (Övervakning av den privata markägaren och en oberoende revisor, till exempel ett konsultföretag)",Offentlig förvaltning: (Offentlig övervakning och tillsyn av en statlig myndighet eller ett statligt organ),492 SEK per år,2460 SEK per år,4920 SEK per år,7380 SEK per år,b,b,a,a,b,b,b,a,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,4,3,1,3,2,4,4,2,3,4,4,400,142.69
